SYMBOL,QUOTE_TYPE,REGION,SHORT_NAME,FUND_LONG_NAME,CURRENCY,FUND_CATEGORY,FUND_FAMILY,EXCHANGE_CODE,EXCHANGE_NAME,EXCHANGE_TIMEZONE,AVG_VOL_3MONTH,AVG_VOL_10DAY,TOTAL_NET_ASSETS,DAY50_MOVING_AVERAGE,DAY200_MOVING_AVERAGE,WEEK52_HIGH_LOW_CHANGE,WEEK52_HIGH_LOW_CHANGE_PERC,WEEK52_HIGH,WEEK52_HIGH_CHANGE,WEEK52_HIGH_CHANGE_PERC,WEEK52_LOW,WEEK52_LOW_CHANGE,WEEK52_LOW_CHANGE_PERC,INVESTMENT_STRATEGY,FUND_YIELD,INCEPTION_DATE,ANNUAL_HOLDINGS_TURNOVER,INVESTMENT_TYPE,SIZE_TYPE,FUND_ANNUAL_REPORT_NET_EXPENSE_RATIO,CATEGORY_ANNUAL_REPORT_NET_EXPENSE_RATIO,ASSET_STOCKS,ASSET_BONDS,FUND_SECTOR_BASIC_MATERIALS,FUND_SECTOR_COMMUNICATION_SERVICES,FUND_SECTOR_CONSUMER_CYCLICAL,FUND_SECTOR_CONSUMER_DEFENSIVE,FUND_SECTOR_ENERGY,FUND_SECTOR_FINANCIAL_SERVICES,FUND_SECTOR_HEALTHCARE,FUND_SECTOR_INDUSTRIALS,FUND_SECTOR_REAL_ESTATE,FUND_SECTOR_TECHNOLOGY,FUND_SECTOR_UTILITIES,FUND_PRICE_BOOK_RATIO,FUND_PRICE_CASHFLOW_RATIO,FUND_PRICE_EARNING_RATIO,FUND_PRICE_SALES_RATIO,FUND_BOND_MATURITY,FUND_BOND_DURATION,FUND_BONDS_US_GOVERNMENT,FUND_BONDS_AAA,FUND_BONDS_AA,FUND_BONDS_A,FUND_BONDS_BBB,FUND_BONDS_BB,FUND_BONDS_B,FUND_BONDS_BELOW_B,FUND_BONDS_OTHERS,TOP10_HOLDINGS,TOP10_HOLDINGS_TOTAL_ASSETS,RETURNS_AS_OF_DATE,FUND_RETURN_YTD,CATEGORY_RETURN_YTD,FUND_RETURN_1MONTH,CATEGORY_RETURN_1MONTH,FUND_RETURN_3MONTHS,CATEGORY_RETURN_3MONTHS,FUND_RETURN_1YEAR,CATEGORY_RETURN_1YEAR,FUND_RETURN_3YEARS,CATEGORY_RETURN_3YEARS,FUND_RETURN_5YEARS,CATEGORY_RETURN_5YEARS,FUND_RETURN_10YEARS,CATEGORY_RETURN_10YEARS,YEARS_UP,YEARS_DOWN,FUND_RETURN_2020,CATEGORY_RETURN_2020,FUND_RETURN_2019,CATEGORY_RETURN_2019,FUND_RETURN_2018,CATEGORY_RETURN_2018,FUND_RETURN_2017,CATEGORY_RETURN_2017,FUND_RETURN_2016,CATEGORY_RETURN_2016,FUND_RETURN_2015,CATEGORY_RETURN_2015,FUND_RETURN_2014,CATEGORY_RETURN_2014,FUND_RETURN_2013,CATEGORY_RETURN_2013,FUND_RETURN_2012,CATEGORY_RETURN_2012,FUND_RETURN_2011,CATEGORY_RETURN_2011,FUND_RETURN_2010,CATEGORY_RETURN_2010,FUND_RETURN_2009,CATEGORY_RETURN_2009,FUND_RETURN_2008,CATEGORY_RETURN_2008,FUND_RETURN_2007,CATEGORY_RETURN_2007,FUND_RETURN_2006,CATEGORY_RETURN_2006,FUND_RETURN_2005,CATEGORY_RETURN_2005,FUND_RETURN_2004,CATEGORY_RETURN_2004,FUND_RETURN_2003,CATEGORY_RETURN_2003,FUND_RETURN_2002,CATEGORY_RETURN_2002,FUND_RETURN_2001,CATEGORY_RETURN_2001,FUND_RETURN_2000,CATEGORY_RETURN_2000,FUND_ALPHA_3YEARS,FUND_BETA_3YEARS,FUND_MEAN_ANNUAL_RETURN_3YEARS,FUND_R_SQUARED_3YEARS,FUND_STDEV_3YEARS,FUND_SHARPE_RATIO_3YEARS,FUND_TREYNOR_RATIO_3YEARS,FUND_ALPHA_5YEARS,FUND_BETA_5YEARS,FUND_MEAN_ANNUAL_RETURN_5YEARS,FUND_R_SQUARED_5YEARS,FUND_STDEV_5YEARS,FUND_SHARPE_RATIO_5YEARS,FUND_TREYNOR_RATIO_5YEARS,FUND_ALPHA_10YEARS,FUND_BETA_10YEARS,FUND_MEAN_ANNUAL_RETURN_10YEARS,FUND_R_SQUARED_10YEARS,FUND_STDEV_10YEARS,FUND_SHARPE_RATIO_10YEARS,FUND_TREYNOR_RATIO_10YEARS
jpn,etf,us,american century one choice 204,american century investments one choice 2040 portfolio r class,usd,japan stock,american century investments,pcx,nysearca,america/new_york,7612,12930.0,24402262.0,33.29,33.252,4.529,0.12595,35.959,-3.589,-0.09981,31.43,0.94,0.02991,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2040) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",0.019,2015-06-24,0.12,blend,large,0.0009,0.004,,,0.0647,0.0709,0.1383,0.0787,0.0169,0.0975,0.1108,0.235,0.0273,0.1487,0.0112,1.43,9.41,17.52,1.08,,,,,,,,,,,,"acldx (""american century nt diversified bond g""): 0.1717, acllx (""american century nt focused lg cap val g""): 0.1013, afegx (""american century sustainable equity g""): 0.0785, agbgx (""american century global bond g""): 0.0683, aclmx (""american century nt mid cap value g""): 0.0644, acltx (""american century nt growth g""): 0.0588, aclnx (""american century nt international gr g""): 0.053, aclwx (""american century nt heritage g""): 0.0477, aclex (""american century nt equity growth g""): 0.043, ahgnx (""american century nt high income g""): 0.0426",0.1596,2021-06-30,0.0026,-0.0236,-0.0116,0.0336,-0.0123,0.0474,0.2315,-0.0218,0.0667,0.0611,0.0955,0.0949,,0.0168,4.0,1.0,0.14293,,0.19803,,-0.14193,,0.24151,,0.0226,,,0.12074,,0.00396,,0.30105,,0.0781,,-0.10249,,0.15736,,0.04876,,-0.2455,,-0.04813,,0.08603,,0.24454,,0.14153,,0.34181,,-0.10397,,-0.29902,,-0.28569,-0.55,0.75,0.64,71.92,15.52,0.41,7.26,1.03,0.75,0.83,70.32,12.97,0.68,11.27,,,,,,,
jpse,etf,us,american century one choice 204,american century investments one choice 2040 portfolio i class,usd,small blend,american century investments,pcx,nysearca,america/new_york,11940,12490.0,175176240.0,45.461,43.826,13.46,0.27867,48.3,-4.2412,-0.08781,34.84,9.2188,0.2646,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2040) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",0.0097,2016-11-15,,blend,small,0.0029,0.004,0.9981,0.0,0.0879,0.0359,0.0708,0.068,0.0739,0.0953,0.1217,0.1283,0.1277,0.1438,0.0468,2.24,9.15,16.07,1.2,,,,,,,,,,,,"acldx (""american century nt diversified bond g""): 0.1717, acllx (""american century nt focused lg cap val g""): 0.1013, afegx (""american century sustainable equity g""): 0.0785, agbgx (""american century global bond g""): 0.0683, aclmx (""american century nt mid cap value g""): 0.0644, acltx (""american century nt growth g""): 0.0588, aclnx (""american century nt international gr g""): 0.053, aclwx (""american century nt heritage g""): 0.0477, aclex (""american century nt equity growth g""): 0.043, ahgnx (""american century nt high income g""): 0.0426",0.0376,2021-06-30,0.2367,0.0665,0.0119,-0.0412,0.051,-0.0226,0.654,0.0371,0.1361,0.0458,,0.1214,,0.061,3.0,1.0,0.12635,,0.22669,,-0.08139,,0.14383,,,,,-0.05447,,0.05858,,0.41802,,0.16905,,-0.0393,,0.32925,,0.32673,,-0.40663,,-0.04847,,0.16837,,0.06375,,0.20303,,0.42767,,-0.17621,,0.04157,,,-7.48,1.26,1.34,85.01,25.39,0.58,9.81,,,,,,,,,,,,,,
jpst,etf,us,one choice in retirement portfo,american century investments one choice in retirement portfolio r6 class,usd,ultrashort bond,american century investments,bts,bats,america/new_york,2559964,2803360.0,17318914048.0,50.628,50.707,0.33,0.00649,50.83,-0.3,-0.0059,50.5,0.03,0.00059,"the investment seeks current income; capital appreciation is a secondary objective. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the fund's investments generally will be allocated among the major asset classes as follow: 45% of its assets in equity securities (stock funds); 45% of its assets in fixed-income securities (bond funds); and 10% of its assets in cash equivalents (money market funds). the neutral mix of one choice in retirement portfolio is expected to remain fixed over time.",0.0094,2017-05-17,,,,0.0018,0.0022,,,,,,,,,,,,,,,,,,1.43,0.86,0.0,0.149,0.0914,0.3921,0.3675,0.0,0.0,0.0,0.0,"acldx (""american century nt diversified bond g""): 0.2098, asdox (""american century short duration g""): 0.1058, acllx (""american century nt focused lg cap val g""): 0.0852, agbgx (""american century global bond g""): 0.0842, apogx (""american century short dur infl probd g""): 0.0762, afegx (""american century sustainable equity g""): 0.0657, antyx (""american century nt intl val g""): 0.0446, aclmx (""american century nt mid cap value g""): 0.0384, acltx (""american century nt growth g""): 0.0383, aclnx (""american century nt international gr g""): 0.0382",0.0802,2021-06-30,0.002,0.0107,,0.0007,0.0015,0.0038,0.0097,0.0113,0.0232,0.0076,,0.0109,,,3.0,0.0,0.02169,,0.0336,,0.02191,,,,,,,0.00334,,0.0047,,0.0081,,0.01317,,0.00132,,3e-05,,,,0.01688,,,,,,,,,,,,,,,,,0.54,0.14,0.19,12.67,1.3,0.84,8.14,,,,,,,,,,,,,,
jpus,etf,us,one choice 2040 portfolio  r6 ,american century investments one choice 2040 portfolio r6 class,usd,large blend,american century investments,pcx,nysearca,america/new_york,24564,20460.0,676948352.0,100.864,96.902,22.689,0.2165,104.799,-4.119,-0.0393,82.11,18.57,0.22616,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2040) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",0.0157,2015-09-29,,value,medium,0.0018,0.0036,0.9967,0.0,0.08,0.0574,0.0631,0.1242,0.0491,0.0827,0.1337,0.0838,0.0866,0.1328,0.1066,3.18,12.42,21.24,1.76,,,,,,,,,,,,"acldx (""american century nt diversified bond g""): 0.1717, acllx (""american century nt focused lg cap val g""): 0.1013, afegx (""american century sustainable equity g""): 0.0785, agbgx (""american century global bond g""): 0.0683, aclmx (""american century nt mid cap value g""): 0.0644, acltx (""american century nt growth g""): 0.0588, aclnx (""american century nt international gr g""): 0.053, aclwx (""american century nt heritage g""): 0.0477, aclex (""american century nt equity growth g""): 0.043, ahgnx (""american century nt high income g""): 0.0426",0.0509,2021-06-30,0.1648,0.075,-0.0006,-0.0025,0.0636,0.032,0.4196,0.1345,0.1325,0.1014,0.131,0.1576,,0.0733,4.0,1.0,0.07478,,0.2562,,-0.06024,,0.20605,,0.12081,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,-4.76,1.01,1.2,93.62,19.42,0.68,11.88,-3.94,1.0,1.13,93.05,15.54,0.8,11.89,,,,,,,
jqua,etf,us,american century one choice 204,american century investments one choice 2040 portfolio investor class,usd,large blend,american century investments,pcx,nysearca,america/new_york,35656,33670.0,349485216.0,43.098,40.862,9.989,0.22198,45.0,-1.73,-0.03844,35.011,8.259,0.2359,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2040) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",0.0141,2017-11-08,,blend,large,0.0012,0.0036,0.999,0.0,0.0155,0.07,0.1159,0.0769,0.0282,0.1384,0.1352,0.0915,0.0347,0.2771,0.0166,6.12,16.54,25.3,2.97,,,,,,,,,,,,"acldx (""american century nt diversified bond g""): 0.1717, acllx (""american century nt focused lg cap val g""): 0.1013, afegx (""american century sustainable equity g""): 0.0785, agbgx (""american century global bond g""): 0.0683, aclmx (""american century nt mid cap value g""): 0.0644, acltx (""american century nt growth g""): 0.0588, aclnx (""american century nt international gr g""): 0.053, aclwx (""american century nt heritage g""): 0.0477, aclex (""american century nt equity growth g""): 0.043, ahgnx (""american century nt high income g""): 0.0426",0.1852,2021-06-30,0.1475,0.075,0.0324,-0.0025,0.0875,0.032,0.3658,0.1345,0.1768,0.1014,,0.1576,,0.0733,2.0,1.0,0.16259,,0.2806,,-0.01905,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,0.51,0.91,1.49,98.26,17.02,0.97,18.13,,,,,,,,,,,,,,
jscp,etf,us,ab global real estate investmen,ab global real estate investment fund class a,usd,short-term bond,alliancebernstein,pcx,nysearca,america/new_york,21953,17780.0,92367624.0,49.978,50.16,0.966,0.01908,50.62,-0.89,-0.01758,49.654,0.0755,0.00152,"the investment seeks total return from long-term growth of capital and income. under normal circumstances, the fund invests at least 80% of its net assets in the equity securities of real estate investment trusts, or reits, and other real estate industry companies, such as real estate operating companies, or reocs. it invests in u.s. and non-u.s. issuers. under normal circumstances, it invests significantly (at least 40%--unless market conditions are not deemed favorable by the adviser) in securities of non-u.s. companies. in addition, the fund invests, under normal circumstances, in the equity securities of companies located in at least three countries.",,2021-03-01,,,,0.0033,0.0026,,,,,,,,,,,,,,,,,,3.48,2.12,0.0,0.3774,0.0469,0.2055,0.1844,0.1044,0.0441,0.0012,0.0361,"pld (""prologis inc""): 0.0553, 8801 (""mitsui fudosan co ltd""): 0.0291, dlr (""digital realty trust inc""): 0.0288, spg (""simon property group inc""): 0.0282, well (""welltower inc""): 0.0254, are (""alexandria real estate equities inc""): 0.0211, ess (""essex property trust inc""): 0.0201, sui (""sun communities inc""): 0.0194, 00016. hk (""sun hung kai properties ltd""): 0.0188, mpw (""medical properties trust inc""): 0.0163",0.1316,2021-06-30,,0.0293,-0.0003,0.0014,0.0063,0.0049,,0.0281,,0.0175,,0.0198,,,,,,,,,,,,,,,,0.01081,,0.01258,,0.00972,,0.03888,,0.01793,,0.03521,,0.05046,,0.02696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jsmd,etf,us,ab global real estate investmen,ab global real estate investment fund class c,usd,mid-cap growth,alliancebernstein,ngm,nasdaqgm,america/new_york,14780,26390.0,185750832.0,67.332,67.323,11.555,0.16326,70.776,-6.006,-0.08486,59.221,5.549,0.0937,"the investment seeks total return from long-term growth of capital and income. under normal circumstances, the fund invests at least 80% of its net assets in the equity securities of real estate investment trusts, or reits, and other real estate industry companies, such as real estate operating companies, or reocs. it invests in u.s. and non-u.s. issuers. under normal circumstances, it invests significantly (at least 40%--unless market conditions are not deemed favorable by the adviser) in securities of non-u.s. companies. in addition, the fund invests, under normal circumstances, in the equity securities of companies located in at least three countries.",0.0023,2016-02-23,0.83,growth,small,0.003,0.0046,0.9999,0.0,0.0411,0.018,0.1368,0.0346,0.0,0.0613,0.2751,0.1207,0.009,0.2963,0.0071,4.54,14.54,20.53,1.22,,,,,,,,,,,,"pld (""prologis inc""): 0.0553, 8801 (""mitsui fudosan co ltd""): 0.0291, dlr (""digital realty trust inc""): 0.0288, spg (""simon property group inc""): 0.0282, well (""welltower inc""): 0.0254, are (""alexandria real estate equities inc""): 0.0211, ess (""essex property trust inc""): 0.0201, sui (""sun communities inc""): 0.0194, 00016. hk (""sun hung kai properties ltd""): 0.0188, mpw (""medical properties trust inc""): 0.0163",0.2389,2021-06-30,0.0786,0.0546,0.0005,-0.0015,0.0075,0.0419,0.4219,0.0854,0.1705,0.0782,0.1993,0.1429,,0.0816,3.0,1.0,0.30993,,0.3021,,-0.03941,,0.23974,,,,,0.00164,,0.06672,,0.34093,,0.14401,,-0.0192,,0.26157,,0.39665,,-0.44885,,0.11758,,0.08125,,0.12716,,0.13765,,0.36522,,-0.23477,,-0.08225,,,-3.98,1.23,1.59,83.88,24.95,0.71,12.95,-0.59,1.2,1.68,81.59,19.88,0.95,15.5,,,,,,,
jsml,etf,us,american century real estate fu,american century real estate fund r6 class,usd,small growth,american century investments,ngm,nasdaqgm,america/new_york,11633,8970.0,146875760.0,66.829,67.524,14.47,0.19596,73.84,-11.2,-0.15168,59.37,3.27,0.05508,"the investment seeks high total investment return through a combination of capital appreciation and current income. under normal market conditions, the fund invests at least 80% of its net assets in equity securities issued by real estate investment trusts (reits) and other companies engaged in the real estate industry. the portfolio managers look for real estate securities they believe will provide superior returns, focusing on companies with the potential for stock price appreciation, plus sustainable growth of cash flow to investors. the fund is non-diversified.",0.0033,2016-02-23,0.78,growth,small,0.003,0.0033,0.9998,0.0,0.0358,0.0178,0.0875,0.0196,0.0,0.0462,0.3015,0.1326,0.0336,0.3255,0.0,3.79,12.51,17.1,0.8,,,,,,,,,,,,"pld (""prologis inc""): 0.0782, cci (""crown castle international corp""): 0.074, eqix (""equinix inc""): 0.0644, amt (""american tower corp""): 0.0621, spg (""simon property group inc""): 0.0517, invh (""invitation homes inc""): 0.0448, sbac (""sba communications corp""): 0.0445, eqr (""equity residential""): 0.0375, ess (""essex property trust inc""): 0.035, well (""welltower inc""): 0.0341",0.2827,2021-06-30,0.0815,0.0203,0.0143,-0.0617,0.0133,-0.043,0.4975,0.0034,0.1918,0.0374,0.2057,0.1152,,0.0728,3.0,1.0,0.35807,,0.31065,,-0.01453,,0.20544,,,,,0.00232,,0.02532,,0.41305,,0.14489,,0.00542,,0.3245,,0.37529,,-0.42753,,0.09557,,0.10678,,0.07208,,0.16975,,0.44402,,-0.28259,,-0.0669,,,-3.09,1.31,1.78,79.36,27.25,0.74,13.73,-0.64,1.26,1.76,75.65,21.75,0.92,15.32,,,,,,,
jstc,etf,us,american century real estate fd,american century real estate fund a class,usd,,american century investments,pcx,nysearca,america/new_york,20987,18920.0,43670180.0,17.859,17.246,4.044,0.21295,18.99,-1.4613,-0.07695,14.946,2.5827,0.1728,"the investment seeks high total investment return through a combination of capital appreciation and current income. under normal market conditions, the fund invests at least 80% of its net assets in equity securities issued by real estate investment trusts (reits) and other companies engaged in the real estate industry. the portfolio managers look for real estate securities they believe will provide superior returns, focusing on companies with the potential for stock price appreciation, plus sustainable growth of cash flow to investors. the fund is non-diversified.",,2020-12-08,,blend,large,0.0089,,0.9938,0.0,0.0264,0.0644,0.1122,0.0491,0.0,0.2534,0.1423,0.1478,0.004,0.2005,0.0,2.58,12.93,23.75,1.77,,,,,,,,,,,,"pld (""prologis inc""): 0.0782, cci (""crown castle international corp""): 0.074, eqix (""equinix inc""): 0.0644, amt (""american tower corp""): 0.0621, spg (""simon property group inc""): 0.0517, invh (""invitation homes inc""): 0.0448, sbac (""sba communications corp""): 0.0445, eqr (""equity residential""): 0.0375, ess (""essex property trust inc""): 0.035, well (""welltower inc""): 0.0341",0.1012,2021-03-31,0.0536,,0.0344,,0.0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julz,etf,us,american century one choice 205,american century investments one choice 2055 portfolio c class,usd,,american century investments,bts,bats,america/new_york,1137,400.0,11397583.0,33.928,32.517,6.381,0.18309,34.851,-0.9808,-0.02814,28.47,5.4002,0.18968,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2055) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",,2020-06-30,,blend,large,0.0079,,0.24,0.7558,0.0226,0.1124,0.1199,0.0631,0.0284,0.1425,0.1311,0.0882,0.026,0.2408,0.025,4.46,17.4,26.48,2.97,,,,,,,,,,,,"acllx (""american century nt focused lg cap val g""): 0.1246, afegx (""american century sustainable equity g""): 0.0958, acldx (""american century nt diversified bond g""): 0.0905, aclmx (""american century nt mid cap value g""): 0.079, acltx (""american century nt growth g""): 0.0746, aclnx (""american century nt international gr g""): 0.0673, aclwx (""american century nt heritage g""): 0.0643, aclkx (""american century nt emerging markets g""): 0.0588, aclex (""american century nt equity growth g""): 0.0523, acfgx (""american century focused dynamic gr g""): 0.0495",1.0,2021-06-30,0.1216,,0.0219,,0.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
junz,etf,us,american century one choice 205,american century investments one choice 2055 portfolio a class,usd,,american century investments,bts,bats,america/new_york,308,710.0,3818063.0,26.507,26.046,2.346,0.08619,27.219,-0.7656,-0.02813,24.873,1.5804,0.06354,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2055) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",,2021-05-28,,blend,large,0.0079,,0.0576,0.9423,0.0227,0.1114,0.12,0.0632,0.0286,0.1423,0.1309,0.0886,0.0257,0.2422,0.0245,4.42,17.56,26.45,2.96,,,,,,,,,,,,"acllx (""american century nt focused lg cap val g""): 0.1246, afegx (""american century sustainable equity g""): 0.0958, acldx (""american century nt diversified bond g""): 0.0905, aclmx (""american century nt mid cap value g""): 0.079, acltx (""american century nt growth g""): 0.0746, aclnx (""american century nt international gr g""): 0.0673, aclwx (""american century nt heritage g""): 0.0643, aclkx (""american century nt emerging markets g""): 0.0588, aclex (""american century nt equity growth g""): 0.0523, acfgx (""american century focused dynamic gr g""): 0.0495",1.0213,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jusa,etf,us,american century one choice 205,american century investments one choice 2055 portfolio i class,usd,large blend,american century investments,pcx,nysearca,america/new_york,303,230.0,,51.444,50.661,5.712,0.1069,53.432,-1.962,-0.03672,47.72,3.75,0.07858,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2055) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",,2021-07-07,,,,0.0017,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"acllx (""american century nt focused lg cap val g""): 0.1246, afegx (""american century sustainable equity g""): 0.0958, acldx (""american century nt diversified bond g""): 0.0905, aclmx (""american century nt mid cap value g""): 0.079, acltx (""american century nt growth g""): 0.0746, aclnx (""american century nt international gr g""): 0.0673, aclwx (""american century nt heritage g""): 0.0643, aclkx (""american century nt emerging markets g""): 0.0588, aclex (""american century nt equity growth g""): 0.0523, acfgx (""american century focused dynamic gr g""): 0.0495",,1970-01-01,,0.075,,-0.0025,,0.032,,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
just,etf,us,american century one choice 205,american century investments one choice 2055 portfolio r class,usd,large blend,american century investments,pcx,nysearca,america/new_york,12445,10430.0,241836416.0,65.582,62.44,15.2,0.22287,68.2,-2.9278,-0.04293,53.0,12.2722,0.23155,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other american century mutual funds (the underlying funds) that represent a variety of asset classes and investment styles. the target date in the fund name (2055) refers to the approximate year an investor plans to retire and likely would stop making new investments in the fund.",0.0113,2018-06-07,0.14,blend,large,0.002,0.0036,1.0,0.0,0.0183,0.1147,0.1119,0.0678,0.0288,0.1527,0.13,0.0841,0.0229,0.2449,0.0238,4.47,17.3,26.93,2.85,,,,,,,,,,,,"acllx (""american century nt focused lg cap val g""): 0.1246, afegx (""american century sustainable equity g""): 0.0958, acldx (""american century nt diversified bond g""): 0.0905, aclmx (""american century nt mid cap value g""): 0.079, acltx (""american century nt growth g""): 0.0746, aclnx (""american century nt international gr g""): 0.0673, aclwx (""american century nt heritage g""): 0.0643, aclkx (""american century nt emerging markets g""): 0.0588, aclex (""american century nt equity growth g""): 0.0523, acfgx (""american century focused dynamic gr g""): 0.0495",0.2857,2021-06-30,0.1546,0.075,0.0243,-0.0025,0.0854,0.032,0.4101,0.1345,0.1886,0.1014,,0.1576,,0.0733,2.0,0.0,0.19638,,0.31595,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,0.04,1.01,1.59,99.87,18.68,0.95,17.49,,,,,,,,,,,,,,
